"ref_area.label","source.label","indicator.label","time","obs_value","note_indicator.label","note_source.label"
"Costa Rica","HS - National Household Survey","Trade union density rate (%)","2014",12.372,,
"Costa Rica","HS - National Household Survey","Trade union density rate (%)","2013",13.721,,
"Costa Rica","HS - National Household Survey","Trade union density rate (%)","2012",13.141,,
"Costa Rica","HS - National Household Survey","Trade union density rate (%)","2011",13.367,,
"Costa Rica","HS - National Household Survey","Trade union density rate (%)","2010",12.833,,
"Costa Rica","HS - National Household Survey","Trade union density rate (%)","2009",12.565,,
"Costa Rica","HS - National Household Survey","Trade union density rate (%)","2008",11.814,,
"Costa Rica","HS - National Household Survey","Trade union density rate (%)","2007",11.362,,
"Costa Rica","HS - National Household Survey","Trade union density rate (%)","2006",12.739,,
"Costa Rica","HS - National Household Survey","Trade union density rate (%)","2005",13.156,,
"Costa Rica","HS - National Household Survey","Trade union density rate (%)","2004",13.867,,
"Costa Rica","HS - National Household Survey","Trade union density rate (%)","2003",14.448,,
"Costa Rica","HS - National Household Survey","Trade union density rate (%)","2002",14.382,,
"Costa Rica","HS - National Household Survey","Trade union density rate (%)","2001",13.615,,
"Costa Rica","HS - National Household Survey","Trade union density rate (%)","2000",16.229,,
"Cuba","ADM-RWO - Administrative Records of the Workers' Central Union","Trade union density rate (%)","2008",81.412,,
"Curaçao","LFS - Labour Force Survey","Trade union density rate (%)","2018",23.491,,
"Cyprus","OS - Estimates based on Trade Union Registrar","Trade union density rate (%)","2016",43.285,"Trade union membership coverage: Adjusted for the right to unionize",
"Cyprus","OS - Estimates based on Trade Union Registrar","Trade union density rate (%)","2015",43.582,"Trade union membership coverage: Adjusted for the right to unionize",
"Cyprus","OS - Estimates based on Trade Union Registrar","Trade union density rate (%)","2014",45.812,"Trade union membership coverage: Adjusted for the right to unionize",
"Cyprus","OS - Estimates based on Trade Union Registrar","Trade union density rate (%)","2013",46.618,"Trade union membership coverage: Adjusted for the right to unionize",
"Cyprus","OS - Estimates based on Trade Union Registrar","Trade union density rate (%)","2012",45.37,"Trade union membership coverage: Adjusted for the right to unionize",
"Cyprus","OS - Estimates based on Trade Union Registrar","Trade union density rate (%)","2011",45.602,"Trade union membership coverage: Adjusted for the right to unionize",
"Cyprus","OS - Estimates based on Trade Union Registrar","Trade union density rate (%)","2010",48.034,"Trade union membership coverage: Adjusted for the right to unionize",
"Cyprus","OS - Estimates based on Trade Union Registrar","Trade union density rate (%)","2009",52.769,"Trade union membership coverage: Adjusted for the right to unionize",
"Cyprus","OS - Estimates based on Trade Union Registrar","Trade union density rate (%)","2008",57.265,"Trade union membership coverage: Adjusted for the right to unionize",
"Cyprus","OS - Estimates based on Trade Union Registrar","Trade union density rate (%)","2007",58.06,"Trade union membership coverage: Adjusted for the right to unionize",
"Cyprus","OS - Estimates based on Trade Union Registrar","Trade union density rate (%)","2006",62.244,"Trade union membership coverage: Adjusted for the right to unionize",
"Cyprus","OS - Estimates based on Trade Union Registrar","Trade union density rate (%)","2005",64.553,"Trade union membership coverage: Adjusted for the right to unionize",
"Cyprus","OS - Estimates based on Trade Union Registrar","Trade union density rate (%)","2004",65.486,"Trade union membership coverage: Adjusted for the right to unionize",
"Cyprus","OS - Estimates based on Trade Union Registrar","Trade union density rate (%)","2003",66.192,"Trade union membership coverage: Adjusted for the right to unionize",
"Cyprus","OS - Estimates based on Trade Union Registrar","Trade union density rate (%)","2002",63.21,"Trade union membership coverage: Adjusted for the right to unionize",
"Cyprus","OS - Estimates based on Trade Union Registrar","Trade union density rate (%)","2001",62.876,"Trade union membership coverage: Adjusted for the right to unionize",
"Cyprus","OS - Estimates based on Trade Union Registrar","Trade union density rate (%)","2000",64.932,"Trade union membership coverage: Adjusted for the right to unionize",
"Czechia","ADM-RWO - Estimations based on self-reported membership of the main union confederations","Trade union density rate (%)","2018",11.384,,
"Czechia","ADM-RWO - Estimations based on self-reported membership of the main union confederations","Trade union density rate (%)","2017",11.657,,
"Czechia","ADM-RWO - Estimations based on self-reported membership of the main union confederations","Trade union density rate (%)","2016",11.918,"Trade union membership coverage: Adjusted for the right to unionize",
"Czechia","ADM-RWO - Estimations based on self-reported membership of the main union confederations","Trade union density rate (%)","2015",11.924,"Trade union membership coverage: Adjusted for the right to unionize",
"Czechia","ADM-RWO - Estimations based on self-reported membership of the main union confederations","Trade union density rate (%)","2014",12.863,"Trade union membership coverage: Adjusted for the right to unionize",
"Czechia","ADM-RWO - Estimations based on self-reported membership of the main union confederations","Trade union density rate (%)","2013",13.574,"Trade union membership coverage: Adjusted for the right to unionize",
"Czechia","ADM-RWO - Estimations based on self-reported membership of the main union confederations","Trade union density rate (%)","2012",14.811,"Trade union membership coverage: Adjusted for the right to unionize",
"Czechia","ADM-RWO - Estimations based on self-reported membership of the main union confederations","Trade union density rate (%)","2011",15.431,"Trade union membership coverage: Adjusted for the right to unionize",
"Czechia","ADM-RWO - Estimations based on self-reported membership of the main union confederations","Trade union density rate (%)","2010",16.146,"Trade union membership coverage: Adjusted for the right to unionize",
"Czechia","ADM-RWO - Estimations based on self-reported membership of the main union confederations","Trade union density rate (%)","2009",16.674,"Trade union membership coverage: Adjusted for the right to unionize",
"Czechia","ADM-RWO - Estimations based on self-reported membership of the main union confederations","Trade union density rate (%)","2008",16.88,"Trade union membership coverage: Adjusted for the right to unionize",
"Czechia","ADM-RWO - Estimations based on self-reported membership of the main union confederations","Trade union density rate (%)","2007",17.383,"Trade union membership coverage: Adjusted for the right to unionize",
"Czechia","ADM-RWO - Estimations based on self-reported membership of the main union confederations","Trade union density rate (%)","2006",18.136,"Trade union membership coverage: Adjusted for the right to unionize",
"Czechia","ADM-RWO - Estimations based on self-reported membership of the main union confederations","Trade union density rate (%)","2005",19.117,"Trade union membership coverage: Adjusted for the right to unionize",
"Czechia","ADM-RWO - Estimations based on self-reported membership of the main union confederations","Trade union density rate (%)","2004",20.635,"Trade union membership coverage: Adjusted for the right to unionize",
"Czechia","ADM-RWO - Estimations based on self-reported membership of the main union confederations","Trade union density rate (%)","2003",22.279,"Trade union membership coverage: Adjusted for the right to unionize",
"Czechia","ADM-RWO - Estimations based on self-reported membership of the main union confederations","Trade union density rate (%)","2002",22.372,"Trade union membership coverage: Adjusted for the right to unionize",
"Czechia","ADM-RWO - Estimations based on self-reported membership of the main union confederations","Trade union density rate (%)","2001",23.769,"Trade union membership coverage: Adjusted for the right to unionize",
"Czechia","ADM-RWO - Estimations based on self-reported membership of the main union confederations","Trade union density rate (%)","2000",27.183,"Trade union membership coverage: Adjusted for the right to unionize",
"Germany","ADM-RWO - Records of union federations and independent unions","Trade union density rate (%)","2019",16.255,"Trade union membership coverage: Adjusted for the right to unionize",
